"","geneID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"3282","g13336.t1",1489.85214941311,1.73729143018664,0.312522041843465,5.55894048285019,2.71417223938012e-08,6.92174235980584e-06,"34740.HMEL007164-PA",1.26e-257,716,"COG0545@1|root,KOG0543@2759|Eukaryota,38BCC@33154|Opisthokonta,3B9T6@33208|Metazoa,3CT9W@33213|Bilateria,41W8C@6656|Arthropoda,3SKM3@50557|Insecta,441Q0@7088|Lepidoptera","33208|Metazoa","O","FKBP-type peptidyl-prolyl cis-trans isomerase","-","GO:0000413,GO:0003008,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005515,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006457,GO:0006464,GO:0006807,GO:0007275,GO:0007399,GO:0007422,GO:0007600,GO:0007601,GO:0008144,GO:0008150,GO:0008152,GO:0009314,GO:0009416,GO:0009581,GO:0009582,GO:0009583,GO:0009584,GO:0009605,GO:0009628,GO:0009987,GO:0010959,GO:0016020,GO:0016027,GO:0016028,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0019897,GO:0019898,GO:0032501,GO:0032502,GO:0032879,GO:0032991,GO:0036211,GO:0042995,GO:0043170,GO:0043269,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0048731,GO:0048856,GO:0050789,GO:0050877,GO:0050896,GO:0050906,GO:0050908,GO:0050953,GO:0050962,GO:0051049,GO:0051606,GO:0051924,GO:0061077,GO:0065007,GO:0071704,GO:0071944,GO:0097159,GO:0098796,GO:0098797,GO:0120025,GO:0120038,GO:0140096,GO:1901363,GO:1901564","5.2.1.8","ko:K09571","ko04915,map04915","-","-","-","ko00000,ko00001,ko01000,ko03110","-","-","-","FKBP_C"
"3288","g13344.t1",229.709022597631,-2.96871721354369,0.713842402741229,-4.15878519144212,3.19944596335865e-05,0.00248970212113966,"13037.EHJ73050",7.51e-137,397,"COG3338@1|root,KOG0382@2759|Eukaryota,393CU@33154|Opisthokonta,3CF6G@33208|Metazoa,3DSH4@33213|Bilateria,428KF@6656|Arthropoda,3SY3J@50557|Insecta,446IG@7088|Lepidoptera","33208|Metazoa","P","Eukaryotic-type carbonic anhydrase","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3333","g13392.t1",858.713800940373,-4.09426482670527,1.03789440394846,-3.94477974939402,7.98733586455482e-05,0.00500888887331317,"13037.EHJ75193",2.68e-135,407,"KOG3776@1|root,KOG3776@2759|Eukaryota,39VXD@33154|Opisthokonta,3BDD8@33208|Metazoa,3D2B2@33213|Bilateria,41W8W@6656|Arthropoda,3SG4F@50557|Insecta,448XE@7088|Lepidoptera","33208|Metazoa","T","CD36 family","-","-","-","ko:K13885","ko04145,ko04913,ko04925,ko04927,ko04934,ko04975,ko04976,ko04977,ko04979,ko05160,map04145,map04913,map04925,map04927,map04934,map04975,map04976,map04977,map04979,map05160","-","-","-","ko00000,ko00001,ko04131,ko04147","9.B.39.1.3","-","-","CD36"
"3349","g13420.t1",449.718158475653,-4.1411383552028,1.34362540897082,-3.08206314613743,0.00205571223754703,0.0476517666565838,"13037.EHJ68345",4.34e-106,330,"2F62F@1|root,2T748@2759|Eukaryota,391AD@33154|Opisthokonta,3C6YX@33208|Metazoa,3DMYZ@33213|Bilateria,424EY@6656|Arthropoda,3STNT@50557|Insecta,449BR@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3359","g13433.t1",396.665602568079,-2.90535055156197,0.805165468030347,-3.60838941425202,0.000308103792746301,0.0129516451485588,"7091.BGIBMGA007980-TA",1.51e-248,689,"KOG3656@1|root,KOG3656@2759|Eukaryota,39V6H@33154|Opisthokonta,3BKGC@33208|Metazoa,3CYDJ@33213|Bilateria,41V0U@6656|Arthropoda,3SFNY@50557|Insecta,445B4@7088|Lepidoptera","33208|Metazoa","S","Serpentine type 7TM GPCR chemoreceptor Srw","-","GO:0001653,GO:0002209,GO:0003674,GO:0004888,GO:0004930,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006873,GO:0006874,GO:0006875,GO:0006950,GO:0006952,GO:0007154,GO:0007165,GO:0007186,GO:0007204,GO:0007218,GO:0007610,GO:0007626,GO:0008150,GO:0008188,GO:0008344,GO:0008345,GO:0008528,GO:0009987,GO:0016020,GO:0016021,GO:0019725,GO:0023052,GO:0030003,GO:0030534,GO:0030537,GO:0031224,GO:0031226,GO:0032501,GO:0038023,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0048878,GO:0050789,GO:0050794,GO:0050801,GO:0050896,GO:0051480,GO:0051716,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060089,GO:0065007,GO:0065008,GO:0071944,GO:0072503,GO:0072507,GO:0098771","-","-","-","-","-","-","-","-","-","-","7TM_GPCR_Srw"
"3369","g13445.t1",17123.7436822427,3.21578142654006,0.972365048381619,3.30717504901305,0.000942419808345689,0.0278742518571524,"13037.EHJ72442",2.62e-62,193,"COG5274@1|root,KOG0537@2759|Eukaryota,3A87A@33154|Opisthokonta,3BSXI@33208|Metazoa,3D9PJ@33213|Bilateria,4204F@6656|Arthropoda,3SNA0@50557|Insecta,449UV@7088|Lepidoptera","33208|Metazoa","C","Cytochrome b5-like Heme/Steroid binding domain","-","GO:0002682,GO:0008150,GO:0035206,GO:0042127,GO:0045595,GO:0045610,GO:0050789,GO:0050793,GO:0050794,GO:0051239,GO:0065007","-","-","-","-","-","-","-","-","-","-","-"
"3390","g13463.t1",2529.48687070546,1.2230367417908,0.323380696361503,3.78203385530343,0.000155552199658345,0.00793385352568516,"34740.HMEL004323-PA",1.88e-136,388,"COG5143@1|root,KOG0862@2759|Eukaryota,38HIM@33154|Opisthokonta,3BCQE@33208|Metazoa,3CWPH@33213|Bilateria,41WJE@6656|Arthropoda,3SFUG@50557|Insecta,445E1@7088|Lepidoptera","33208|Metazoa","U","Regulated-SNARE-like domain","-","GO:0000139,GO:0000149,GO:0002790,GO:0003674,GO:0005484,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005794,GO:0005798,GO:0006810,GO:0006888,GO:0006890,GO:0006906,GO:0006996,GO:0007154,GO:0007267,GO:0008104,GO:0008150,GO:0009306,GO:0009987,GO:0012505,GO:0012506,GO:0012507,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0016043,GO:0016050,GO:0016192,GO:0023052,GO:0023061,GO:0030133,GO:0030134,GO:0030135,GO:0030658,GO:0030659,GO:0030660,GO:0030662,GO:0031090,GO:0031201,GO:0031224,GO:0031410,GO:0031982,GO:0031984,GO:0032940,GO:0032991,GO:0033036,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0046903,GO:0046907,GO:0048193,GO:0048280,GO:0048284,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0061024,GO:0061025,GO:0061355,GO:0071702,GO:0071705,GO:0071840,GO:0090174,GO:0097708,GO:0098588,GO:0098791,GO:0098796,GO:0098805,GO:0198738","-","ko:K08517","ko04130,ko04145,ko05134,map04130,map04145,map05134","-","-","-","ko00000,ko00001,ko04131","-","-","-","Longin,Synaptobrevin"
"3509","g13567.t1",229.942579673273,-25.7704587732134,3.22612199658707,-7.98806083603661,1.37077806753158e-15,2.43173993797526e-12,"34740.HMEL005559-PA",6.44e-60,204,"2FAJY@1|root,2TBSU@2759|Eukaryota,3973R@33154|Opisthokonta,3CBEN@33208|Metazoa,3DSPV@33213|Bilateria,428T6@6656|Arthropoda,3SY99@50557|Insecta,446YB@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3510","g13568.t1",81062.8929999333,-0.746158912371291,0.196292958746906,-3.80125154327805,0.000143967054581571,0.00740881577748029,"7091.BGIBMGA007661-TA",2.45e-176,493,"COG1358@1|root,KOG3166@2759|Eukaryota,38EEJ@33154|Opisthokonta,3BAKG@33208|Metazoa,3CY8U@33213|Bilateria,41XGR@6656|Arthropoda,3SFZE@50557|Insecta,444NI@7088|Lepidoptera","33208|Metazoa","J","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","RpL7A","GO:0000470,GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904","-","ko:K02936","ko03010,map03010","M00177,M00179","-","-","br01610,ko00000,ko00001,ko00002,ko03009,ko03011","-","-","-","Ribosomal_L7Ae"
"3535","g13601.t1",463.169421333426,1.4707404807361,0.468192062503131,3.14131869915301,0.00168188904393061,0.0417778326150383,"34740.HMEL010319-PA",6.38e-140,397,"KOG0394@1|root,KOG0394@2759|Eukaryota,38SDC@33154|Opisthokonta,3BI3S@33208|Metazoa,3CXWK@33213|Bilateria,41XTM@6656|Arthropoda,3SMD7@50557|Insecta,445S0@7088|Lepidoptera","33208|Metazoa","U","Ras of Complex, Roc, domain of DAPkinase","-","GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005769,GO:0005770,GO:0005794,GO:0005802,GO:0006810,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0008150,GO:0009987,GO:0012505,GO:0016192,GO:0016197,GO:0016462,GO:0016482,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0023052,GO:0031410,GO:0031982,GO:0031984,GO:0032482,GO:0035556,GO:0042147,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0046907,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051716,GO:0065007,GO:0097708,GO:0098791","-","ko:K07899","ko05162,map05162","-","-","-","ko00000,ko00001,ko04031,ko04131","-","-","-","Ras"
"3548","g13612.t1",18358.1461368261,-2.10964588494791,0.401210170872929,-5.2582063918217,1.45467206437932e-07,2.9287397562837e-05,"13037.EHJ75085",7.87e-132,380,"COG0580@1|root,KOG0223@2759|Eukaryota,38Y8W@33154|Opisthokonta,3C8R8@33208|Metazoa,3DPSR@33213|Bilateria,42CSK@6656|Arthropoda,3STG1@50557|Insecta,449WT@7088|Lepidoptera","33208|Metazoa","G","water channel activity","-","-","-","ko:K09884","-","-","-","-","ko00000,ko02000","1.A.8","-","-","-"
"3558","g13619.t1",65.7601676963344,-4.67561949457591,1.4367776699304,-3.25424009046744,0.00113696145510283,0.0313648309104811,"7091.BGIBMGA007902-TA",2.04e-68,231,"2E7V5@1|root,2SEDG@2759|Eukaryota,39N1V@33154|Opisthokonta,3CPM3@33208|Metazoa,3DAM6@33213|Bilateria,423PW@6656|Arthropoda,3SS93@50557|Insecta,447I4@7088|Lepidoptera","33208|Metazoa","S","Chitin-binding domain type 2","-","GO:0005575,GO:0005623,GO:0030312,GO:0042600,GO:0044464,GO:0071944","-","-","-","-","-","-","-","-","-","-","-"
"3590","g13655.t1",14131.1909170908,-0.614276753732232,0.189347034977979,-3.24418469929392,0.00117787341846141,0.0321075423996749,"13037.EHJ63876",9.2e-238,653,"KOG0643@1|root,KOG0643@2759|Eukaryota,38D40@33154|Opisthokonta,3B9W9@33208|Metazoa,3CYW6@33213|Bilateria,41VJ5@6656|Arthropoda,3SGNV@50557|Insecta,444N5@7088|Lepidoptera","33208|Metazoa","J","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation","-","GO:0003674,GO:0003676,GO:0003723,GO:0003743,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005852,GO:0006412,GO:0006413,GO:0006518,GO:0006807,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576","-","ko:K03246","ko03013,map03013","-","-","-","ko00000,ko00001,ko03012","-","-","-","WD40"
"3606","g13681.t1",1150.52530895969,1.1094701066174,0.276205085165476,4.01683446904213,5.89851253273531e-05,0.00402924582295657,"13037.EHJ70752",6.99e-158,452,"KOG2170@1|root,KOG2170@2759|Eukaryota,38FS8@33154|Opisthokonta,3B9BT@33208|Metazoa,3CWY8@33213|Bilateria,41Z0J@6656|Arthropoda,3SMI6@50557|Insecta,449BT@7088|Lepidoptera","33208|Metazoa","O","Torsin","-","GO:0000166,GO:0001558,GO:0002164,GO:0002165,GO:0002168,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005737,GO:0005783,GO:0006403,GO:0006405,GO:0006611,GO:0006629,GO:0006643,GO:0006810,GO:0006886,GO:0006913,GO:0006996,GO:0007275,GO:0007503,GO:0007504,GO:0007591,GO:0007593,GO:0008057,GO:0008104,GO:0008144,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009791,GO:0009888,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010563,GO:0010866,GO:0010868,GO:0010883,GO:0010921,GO:0010923,GO:0012505,GO:0015031,GO:0015833,GO:0015931,GO:0016043,GO:0016050,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019216,GO:0019220,GO:0019222,GO:0019725,GO:0021700,GO:0022404,GO:0030307,GO:0030554,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031503,GO:0031967,GO:0031975,GO:0032501,GO:0032502,GO:0032553,GO:0032555,GO:0032559,GO:0032879,GO:0033036,GO:0033059,GO:0033238,GO:0034613,GO:0035303,GO:0035305,GO:0035639,GO:0036094,GO:0040008,GO:0040011,GO:0042053,GO:0042069,GO:0042303,GO:0042335,GO:0042592,GO:0042886,GO:0043085,GO:0043086,GO:0043095,GO:0043104,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043473,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045184,GO:0045833,GO:0045927,GO:0045936,GO:0046467,GO:0046890,GO:0046907,GO:0048066,GO:0048067,GO:0048085,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048569,GO:0048731,GO:0048753,GO:0048856,GO:0048878,GO:0050657,GO:0050658,GO:0050789,GO:0050790,GO:0050794,GO:0051055,GO:0051128,GO:0051168,GO:0051169,GO:0051171,GO:0051174,GO:0051179,GO:0051234,GO:0051236,GO:0051336,GO:0051345,GO:0051346,GO:0051641,GO:0051649,GO:0055088,GO:0055090,GO:0060249,GO:0060612,GO:0061448,GO:0065007,GO:0065008,GO:0065009,GO:0070050,GO:0070328,GO:0070727,GO:0071071,GO:0071072,GO:0071166,GO:0071426,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0080090,GO:0090207,GO:0090209,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901576,GO:1903725,GO:1903726,GO:1903730,GO:1903741,GO:1905952","-","-","-","-","-","-","-","-","-","-","-"
"3622","g13693.t1",1645.70364586843,-2.9471943869973,0.574036335708389,-5.13415998894969,2.83406940752784e-07,5.51250517301518e-05,"13037.EHJ65767",5.13e-97,287,"2FAN7@1|root,2TBV6@2759|Eukaryota,3976K@33154|Opisthokonta,3CBHA@33208|Metazoa,3DSSM@33213|Bilateria,428VN@6656|Arthropoda,3SYC8@50557|Insecta,4474H@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3644","g13715.t1",2439.65845817608,-1.44594441728256,0.408455039139066,-3.54003324412473,0.000400076632419789,0.0154069779652668,"121225.PHUM205210-PA",6.96e-46,151,"2CY47@1|root,2S1X0@2759|Eukaryota,3A4N9@33154|Opisthokonta,3BQU8@33208|Metazoa,3E42U@33213|Bilateria,423II@6656|Arthropoda,3SZQC@50557|Insecta,3EECF@33342|Paraneoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3645","g13716.t1",6059.38391851813,-1.58828495044336,0.386319549245316,-4.11132430017096,3.93396182299556e-05,0.0029126545729482,"34740.HMEL015443-PA",4.05e-18,78.6,"2EA4H@1|root,2SZ18@2759|Eukaryota,38VIS@33154|Opisthokonta,3C5X1@33208|Metazoa,3DR66@33213|Bilateria,428IV@6656|Arthropoda,3SSBM@50557|Insecta","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3671","g13738.t1",808.766507065337,-1.20399680579372,0.349156607935175,-3.44830021380334,0.000564126634194849,0.0199812260926546,"34740.HMEL017347-PA",2.39e-247,684,"COG5193@1|root,KOG1855@2759|Eukaryota,39RRM@33154|Opisthokonta,3BAEZ@33208|Metazoa,3D1MF@33213|Bilateria,41VHX@6656|Arthropoda,3SK71@50557|Insecta,441ZR@7088|Lepidoptera","33208|Metazoa","JO","Domain in the RNA-binding Lupus La protein; unknown function","-","GO:0008150,GO:0009892,GO:0010468,GO:0010605,GO:0010629,GO:0019222,GO:0048519,GO:0050789,GO:0060255,GO:0065007","-","ko:K18733","-","-","-","-","ko00000,ko03019","-","-","-","La"
"3772","g13831.t1",192.773836527731,2.41558087749957,0.610223464590422,3.95851850620148,7.54160985094092e-05,0.00483505668432391,"34740.HMEL011115-PA",0,1425,"COG1196@1|root,KOG0996@2759|Eukaryota,38EEX@33154|Opisthokonta,3BDKM@33208|Metazoa,3CRNM@33213|Bilateria,41WJV@6656|Arthropoda,3SISD@50557|Insecta,443FH@7088|Lepidoptera","33208|Metazoa","BD","SMC proteins Flexible Hinge Domain","-","GO:0000070,GO:0000166,GO:0000278,GO:0000280,GO:0000785,GO:0000793,GO:0000796,GO:0000819,GO:0003674,GO:0003676,GO:0003677,GO:0003682,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0006323,GO:0006996,GO:0007049,GO:0007059,GO:0007076,GO:0007275,GO:0007399,GO:0007422,GO:0008150,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022402,GO:0030261,GO:0032501,GO:0032502,GO:0032991,GO:0036094,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0044422,GO:0044424,GO:0044427,GO:0044446,GO:0044464,GO:0044815,GO:0046982,GO:0046983,GO:0048285,GO:0048731,GO:0048856,GO:0051276,GO:0051304,GO:0071103,GO:0071840,GO:0097159,GO:0098813,GO:0140014,GO:1901265,GO:1901363,GO:1903047","-","ko:K06675","ko04111,map04111","-","-","-","ko00000,ko00001,ko03036","-","-","-","SMC_N,SMC_hinge"
"3988","g14074.t1",302.937533471117,-3.1742749563141,1.01421106609685,-3.12979720141505,0.00174927021400359,0.0430785943688954,"34740.HMEL005052-PA",1.83e-263,726,"2D37X@1|root,2S4ZV@2759|Eukaryota,3A6BK@33154|Opisthokonta,3BTQ7@33208|Metazoa,3D9UK@33213|Bilateria,420JQ@6656|Arthropoda,3SNUE@50557|Insecta,4426J@7088|Lepidoptera","33208|Metazoa","W","Thrombospondin N-terminal -like domains.","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3990","g14076.t1",1249.71714176854,-2.03638138864607,0.437317579870315,-4.65652761832706,3.21587156930194e-06,0.000396831635799022,"7091.BGIBMGA011420-TA",3.56e-111,331,"2CBZV@1|root,2TA0K@2759|Eukaryota,394UR@33154|Opisthokonta,3C9SJ@33208|Metazoa,3DQX4@33213|Bilateria,42731@6656|Arthropoda,3SWVW@50557|Insecta,4424Z@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"3994","g14080.t1",19.4368626698639,7.67139313044305,2.50611148502006,3.06107416860652,0.00220544455533467,0.0497243255737144,"34740.HMEL014190-PA",5.44e-134,397,"2E2DE@1|root,2S9MC@2759|Eukaryota,3A933@33154|Opisthokonta,3BVCI@33208|Metazoa,3DBPP@33213|Bilateria,420YN@6656|Arthropoda,3SPRS@50557|Insecta,4418Z@7088|Lepidoptera","33208|Metazoa","S","Domain of unknown function (DUF4779)","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4005","g14093.t1",5230.4106408141,-1.2044112747611,0.247963129140485,-4.85721921213027,1.19045776856368e-06,0.000179759123053116,"7091.BGIBMGA011590-TA",0,1694,"KOG1052@1|root,KOG1052@2759|Eukaryota,38GTF@33154|Opisthokonta,3BHDC@33208|Metazoa,3CYGI@33213|Bilateria,41TDP@6656|Arthropoda,3SJN7@50557|Insecta,444AX@7088|Lepidoptera","33208|Metazoa","EPT","Ligated ion channel L-glutamate- and glycine-binding site","-","GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005575,GO:0005623,GO:0005929,GO:0006810,GO:0006811,GO:0007154,GO:0007165,GO:0007600,GO:0007606,GO:0007608,GO:0008150,GO:0009266,GO:0009593,GO:0009605,GO:0009628,GO:0009649,GO:0009987,GO:0010378,GO:0015026,GO:0015075,GO:0015267,GO:0015276,GO:0015318,GO:0016020,GO:0016021,GO:0019226,GO:0022803,GO:0022834,GO:0022836,GO:0022838,GO:0022839,GO:0022857,GO:0023052,GO:0030425,GO:0031224,GO:0032501,GO:0034220,GO:0035637,GO:0036477,GO:0038023,GO:0042221,GO:0042752,GO:0042995,GO:0043005,GO:0043226,GO:0044425,GO:0044463,GO:0044464,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0050906,GO:0050907,GO:0050911,GO:0051179,GO:0051234,GO:0051606,GO:0051716,GO:0055085,GO:0060089,GO:0065007,GO:0071683,GO:0097447,GO:0097458,GO:0120025,GO:0120038","-","ko:K05313","-","-","-","-","ko00000,ko04040","1.A.10.1.14,1.A.10.1.15,1.A.10.1.16,1.A.10.1.17","-","-","Lig_chan,Lig_chan-Glu_bd"
"4006","g14094.t1",24342.1334224969,-0.814413294437638,0.207433359320058,-3.92614426680062,8.63183956311431e-05,0.00532575219496236,"7091.BGIBMGA011589-TA",1.16e-14,72,"2F6FH@1|root,2T7HM@2759|Eukaryota,391U4@33154|Opisthokonta,3C7B0@33208|Metazoa,3DNB2@33213|Bilateria,424QN@6656|Arthropoda,3STZM@50557|Insecta,44ADV@7088|Lepidoptera","33208|Metazoa","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4046","g14128.t1",783.269314882926,1.13146443644287,0.257170410526456,4.39966804161738,1.08416596395564e-05,0.00106340928225256,"7091.BGIBMGA011578-TA",3.15e-119,347,"COG0020@1|root,KOG2818@2759|Eukaryota,39XNK@33154|Opisthokonta,3BMKR@33208|Metazoa,3CSWG@33213|Bilateria,420BU@6656|Arthropoda,3SNJW@50557|Insecta,448Q4@7088|Lepidoptera","33208|Metazoa","I","Nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)","-","GO:0002790,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006810,GO:0008104,GO:0008150,GO:0009306,GO:0009987,GO:0012505,GO:0015031,GO:0015833,GO:0032940,GO:0033036,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464,GO:0045184,GO:0046903,GO:0051179,GO:0051234,GO:0071702,GO:0071705","2.5.1.87","ko:K19177","ko00900,ko01110,map00900,map01110","-","R05556","RC00279,RC02839","ko00000,ko00001,ko01000","-","-","-","-"
"4049","g14130.t1",4178.9458506299,-0.947398489498796,0.290862112496866,-3.25720830865864,0.00112513830768293,0.0313648309104811,"7091.BGIBMGA011577-TA",0,1087,"KOG2504@1|root,KOG2504@2759|Eukaryota,38GN2@33154|Opisthokonta,3B9WM@33208|Metazoa,3CVEZ@33213|Bilateria,41XBS@6656|Arthropoda,3SHEU@50557|Insecta,444NQ@7088|Lepidoptera","33208|Metazoa","G","It is involved in the biological process described with transmembrane transport","-","GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0006810,GO:0006811,GO:0006820,GO:0008028,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015318,GO:0015711,GO:0015718,GO:0015849,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0034220,GO:0044425,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0098656,GO:1903825,GO:1905039","-","-","-","-","-","-","-","-","-","-","MFS_1"
"4106","g14193.t1",254208.271823753,4.69456724106961,1.50600199831351,3.11723838768262,0.00182553890189639,0.0444795847944012,"7091.BGIBMGA011553-TA",1.17e-85,259,"2D8WQ@1|root,2TBUR@2759|Eukaryota,39760@33154|Opisthokonta,3CBGR@33208|Metazoa,3DSS0@33213|Bilateria,428V3@6656|Arthropoda,3SYBJ@50557|Insecta,4473A@7088|Lepidoptera","33208|Metazoa","S","Juvenile hormone binding protein domains in insects.","-","-","-","-","-","-","-","-","-","-","-","-","-"
"4160","g14242.t1",862.886828897293,-2.32108977050496,0.732138975493788,-3.17028576294481,0.00152289087054699,0.0388371014008827,"7091.BGIBMGA011531-TA",1.57e-263,728,"KOG4306@1|root,KOG4306@2759|Eukaryota,39ZPT@33154|Opisthokonta,3BNS7@33208|Metazoa,3D6I8@33213|Bilateria,41Y9B@6656|Arthropoda,3SKY6@50557|Insecta,441H9@7088|Lepidoptera","33208|Metazoa","T","Phosphoric diester hydrolase activity. It is involved in the biological process described with lipid metabolic process","-","-","-","-","-","-","-","-","-","-","-","-","-"
